x, y
4.759490886929086, 66964968050632504
6.582278904800027, 959822126113043000
7.797465766067565, 2008928605640422000
9.21518892152611, 3258928286329820000
9.518981773858165, 4241071500796446000
10.734176361095345, 5468750093132258000
11.64557037003082, 6718750625316598000
14.784809533279974, 8147321567319487000
18.63290641127359, 9174107809988223000
20.556958713255217, 10937500186264519000
22.177210436935134, 11875000372529035000
23.493669308283007, 10625000691839640000
24.810128179630862, 9040178725381898000
26.0253150408984, 8415178885037197000
28.151895911101388, 7656249960086176000
29.67088335067063, 6450893307598886000
31.493671368541563, 5669643294294278000
36.151897971359965, 6004464728567681000
38.07595027334159, 6093749933476959000
40.101266859433906, 6584821540710271000
42.43037629785829, 6272322046285392000
43.443034590904446, 5558036149536477000
44.15190003161853, 5245535803616655000
46.07595233360017, 5937500612011989000
46.886074332455316, 6250000106436868000
49.82278492748309, 6138392961679066000
51.84810151357541, 5982142788719157000
52.96202409073226, 4977678485898946000
53.873418099667724, 4017857211280844000
54.98734067682457, 3928571154876628000
56.405063832283105, 4508927115524278000
57.41772212532928, 5178569984071084000
59.0379738490092, 4687500079827654000
59.949367857944665, 4241071500796446000
62.075948728147665, 4129464356038646000
63.79746473593828, 3839285098472410600
68.25317049650495, 4375000585402772500
73.2151899516554, 4642857051625543000
76.8607659873973, 4665178991474068000
80.20254144483745, 4330357557200665000
82.8354437355939, 4375000585402772500
86.17721919303408, 3281249374683405000
88.20253577912636, 2477678273025212000
90.02532379699733, 2187500718448856600
92.55696952961272, 2522322152722262500
95.79747297697254, 2366071128267410000
102.17722331355121, 2053570782347591400
106.32911304387687, 1919642549236207600
109.67088850131705, 1116071447578014600
111.39240450910765, 892857158062410400
114.22785082002478, 915178246415995300
117.26582569916324, 424107490677623600
123.84810460396328, 66964968050632504
