lon,lat,X,Y,offset,error,fzw
96.006542576684,21.3164909185577,1436909.725151,2384098.020452,3.579463,0.215675,18720
96.0080771539322,21.2994875167569,1437179.75723,2382208.077611,3.25288,0.217955,9180
96.0087551932188,21.2825304633239,1437359.778617,2380318.13477,3.17376,0.25757,14310
96.0093845882823,21.2647703964484,1437539.800003,2378338.19465,3.199982,0.232927,10800
96.0100639238155,21.2478134660823,1437719.821389,2376448.251809,3.53513,0.244292,16200
96.0116005482438,21.2308104660219,1437989.853468,2374558.308968,3.293136,0.190766,17010
96.0122810412626,21.2138536906718,1438169.874854,2372668.366128,3.214553,0.166686,16290
96.0129621629501,21.1968969771232,1438349.89624,2370778.423287,3.155856,0.144305,9990
96.0145002731922,21.1798942846538,1438619.928319,2368888.480446,3.492,0.141093,10260
96.0151335102564,21.1621346548014,1438799.949705,2366908.540326,3.641823,0.164986,9990
96.017528765525,21.1450861946612,1439159.992477,2365018.597485,3.620401,0.166183,8730
96.0190681956801,21.1280838671669,1439430.024557,2363128.654644,3.592774,0.129911,8370
96.0206080548394,21.1110816609086,1439700.056636,2361238.711803,4.080744,0.109133,9540
96.0221483433506,21.0940795759826,1439970.088715,2359348.768962,4.139901,0.135527,11880
96.0228333139527,21.0771234868819,1440150.110101,2357458.826121,3.743884,0.170107,14580
96.0235189141778,21.0601674601634,1440330.131487,2355568.88328,4.359975,0.093824,10890
96.0250119026637,21.0423626240547,1440600.163566,2353588.943161,3.991522,0.123693,14580
96.0265541483773,21.0253609723155,1440870.195645,2351699.00032,3.800502,0.115676,17820
96.0272414804161,21.0084051965066,1441050.217031,2349809.057479,3.632027,0.183483,17010
96.02878468873,20.9914037609337,1441320.24911,2347919.114638,3.461727,0.133995,15480
96.0294731826676,20.9744481422376,1441500.270496,2346029.171797,3.8206,0.136858,8280
96.0301137051775,20.9566895290016,1441680.291883,2344049.231678,4.063354,0.13321,7560
96.0316584442408,20.9396884064195,1441950.323962,2342159.288837,3.794868,0.157415,7920
96.0314939229406,20.9227786058442,1442040.334655,2340269.345996,3.541855,0.415792,15030
96.0330397270012,20.9057776726967,1442310.366734,2338379.403155,3.451784,0.507847,11610
96.0337313140956,20.8888224004217,1442490.38812,2336489.460314,3.041527,0.592666,10080
96.0369871812291,20.8717306586487,1442940.441585,2334599.517473,2.342743,1.073461,14040
96.0393886302182,20.8546846289849,1443300.484357,2332709.574632,2.644019,0.885428,14940
96.0400816221437,20.8377297052686,1443480.505743,2330819.631791,3.580697,0.738722,20160
96.0416294937371,20.820729412736,1443750.537823,2328929.68895,3.037097,0.997757,13230
96.043129519098,20.8029262007171,1444020.569902,2326949.748831,3.014766,0.843646,8550
96.0438242498201,20.7859715309672,1444200.591288,2325059.80599,3.478128,0.634274,11520
96.0453735602466,20.768971581666,1444470.623367,2323169.863149,4.022169,0.482101,6480
96.0469233061351,20.7519717555471,1444740.655446,2321279.920308,4.571757,0.364068,8550
96.0484734878251,20.734972052708,1445010.687525,2319389.977467,4.863737,0.252518,13140
96.0500241056565,20.7179724732459,1445280.719604,2317500.034626,4.72325,0.155416,12960
96.0515751599691,20.7009730172585,1445550.751683,2315610.091785,4.483045,0.275978,11340
96.0522251727038,20.6832158564379,1445730.77307,2313630.151666,4.405014,0.188669,9090
96.0546305847,20.6661714469501,1446090.815842,2311740.208825,4.124315,0.159553,10800
96.056182985426,20.6491723639006,1446360.847921,2309850.265984,4.199888,0.206619,10350
96.0568826710796,20.6322185240805,1446540.869307,2307960.323143,4.051073,0.153299,10170
96.0584360462605,20.6152196610673,1446810.901386,2306070.380302,4.151711,0.106765,6030
96.0599898598694,20.5982209221034,1447080.933465,2304180.437461,3.805032,0.155848,9090
96.0615441122466,20.5812223072864,1447350.965544,2302290.49462,4.163001,0.082384,6480
96.0639515635109,20.5641788086218,1447711.008316,2300400.551779,4.601616,0.107566,6210
96.0655065964098,20.5471804702438,1447981.040396,2298510.608938,4.565061,0.077508,7200
96.0661617968265,20.5294241929606,1448161.061782,2296530.668819,4.810861,0.129836,6480
96.0685703042237,20.5123811550784,1448521.104554,2294640.725978,4.861726,0.076313,5580
96.0701266927417,20.4953831923111,1448791.136633,2292750.783137,5.109789,0.124314,4860
96.072535786069,20.4783404834271,1449151.179405,2290860.840296,4.807494,0.143334,4590
96.0740929591817,20.4613427981852,1449421.211484,2288970.897455,4.450678,0.164283,16020
96.0765026405662,20.4443004188218,1449781.254256,2287080.954614,4.587888,0.126262,18720
96.0780606000267,20.4273030115566,1450051.286336,2285191.011773,4.577309,0.126748,17910
96.0796190019396,20.4103057294633,1450321.318415,2283301.068932,4.76434,0.145876,9360
96.0811778466549,20.3933085726396,1450591.350494,2281411.126091,4.902065,0.117749,12240
96.083588809899,20.3762668299471,1450951.393266,2279521.18325,5.019884,0.09567,12510
96.0860000203628,20.3592252646925,1451311.436038,2277631.240409,5.177982,0.104643,12240
96.0892629533309,20.3421392096668,1451761.489503,2275741.297568,5.032895,0.102143,9990
96.0908231854666,20.325142667102,1452031.521583,2273851.354727,4.618502,0.093064,16470
96.0932351413504,20.3081016350695,1452391.564355,2271961.411886,4.716056,0.134979,14490
96.0956473469605,20.2910607810807,1452751.607127,2270071.469045,4.805377,0.144155,7020
96.0972087217351,20.2740646724679,1453021.639206,2268181.526204,4.874827,0.128674,5580
96.099621527375,20.2570241509366,1453381.681978,2266291.583363,4.967035,0.126058,4410
96.1028854684102,20.2399392888919,1453831.735443,2264401.640522,5.281527,0.112543,4410
96.1052986791959,20.2228991485931,1454191.778216,2262511.697681,4.823525,0.157612,9090
96.1085628275165,20.2058147123565,1454641.831681,2260621.75484,4.853484,0.117295,4410
96.1109764463131,20.1887749539877,1455001.874453,2258731.811999,3.873514,0.310948,8370
96.1107918167659,20.1710656942419,1455091.885146,2256751.87188,4.172726,0.19783,8010
96.117321560357,20.1368981962978,1455991.992076,2252971.986198,4.142018,0.310941,8640
96.1197363285171,20.1198591350212,1456352.034849,2251082.043357,3.976593,0.256341,13590
96.1230014452749,20.1027759260065,1456802.088314,2249192.100516,3.899466,0.186954,11340
96.1245666352984,20.08578155177,1457072.120393,2247302.157675,3.706716,0.163747,11070
96.1278320717765,20.0686987512717,1457522.173858,2245412.214834,3.375724,0.135832,13320
96.1293979735493,20.0517046886007,1457792.205937,2243522.271993,3.572304,0.152367,12060
96.1318140310366,20.0346665274271,1458152.248709,2241632.329152,3.780703,0.093116,9630
96.1333807417752,20.0176727484715,1458422.280789,2239742.386311,3.743792,0.084774,4410
96.134947905133,20.0006790973526,1458692.312868,2237852.44347,4.016923,0.097058,6570
96.1390637644433,19.9835531273772,1459232.377026,2235962.500629,3.992785,0.118738,8280
96.1406315496588,19.9665598174833,1459502.409105,2234072.557788,3.731465,0.153516,6660
96.143049009069,19.9495225357474,1459862.451877,2232182.614947,3.957856,0.11662,6480
96.1454201307037,19.9316825446745,1460222.494649,2230202.674828,3.884946,0.135991,8640
96.148733741114,19.9154044610987,1460672.548115,2228402.729265,3.843926,0.118643,8910
96.1494540365126,19.8984558049424,1460852.569501,2226512.786424,4.153988,0.077068,1980
96.1492796430524,19.8807483202047,1460942.580194,2224532.846305,4.339676,0.121333,5490
96.1500013539728,19.8637997671177,1461122.60158,2222642.903464,4.148617,0.123117,4230
96.1524210088491,19.8467634314406,1461482.644352,2220752.960623,3.914967,0.111932,11790
96.1548409296733,19.8297272777713,1461842.687124,2218863.017782,3.952918,0.113938,5850
96.1555642003199,19.8127790582373,1462022.70851,2216973.074941,3.982379,0.145549,9360
96.1596815716655,19.7956555170668,1462562.772669,2215083.1321,3.770136,0.124596,7920
96.1629505568641,19.7785760777466,1463012.826134,2213193.189259,3.561901,0.149692,17910
96.1653714517586,19.761540678321,1463372.868906,2211303.246418,3.573352,0.146719,13050
96.1669445448121,19.7445492448904,1463642.900985,2209413.303577,3.964239,0.128465,9900
96.1693660743957,19.727514186478,1464002.943757,2207523.360736,4.077074,0.126573,12600
96.1717878742833,19.710479311144,1464362.986529,2205633.417895,3.562513,0.255552,11430
96.1750577291041,19.6934009100849,1464813.039995,2203743.475054,3.338325,0.451496,11970
96.1783276622394,19.6763227380852,1465263.09346,2201853.532213,3.968287,0.182526,9450
96.1807500859999,19.6592884625343,1465623.136232,2199963.589372,4.052573,0.139251,10440
96.1831727827377,19.6422543707174,1465983.179004,2198073.646531,4.010441,0.197763,8280
96.1847483526934,19.6252640763469,1466253.211083,2196183.70369,4.077519,0.13982,8460
96.1871716923528,19.608230327577,1466613.253855,2194293.760849,4.189079,0.215772,8280
96.1904425170346,19.591153199203,1467063.307321,2192403.818008,4.23964,0.106033,7470
96.1937134249748,19.5740763011174,1467513.360786,2190513.875167,4.093806,0.158647,11430
96.1978314308128,19.5569561079963,1468053.424944,2188623.932326,3.939455,0.10661,5760
96.2011024109965,19.5398796922739,1468503.478409,2186733.989485,4.036218,0.116814,6480
96.2043734772533,19.5228035075552,1468953.531875,2184844.046644,3.861465,0.156574,6750
96.2067979074412,19.5057710162361,1469313.574647,2182954.103803,3.911185,0.116972,3780
96.2092226166572,19.4887387101395,1469673.617419,2181064.160962,3.715981,0.026437,1530
96.211647605521,19.4717065894191,1470033.660191,2179174.218121,3.886503,0.135616,3600
96.2157657522947,19.4545878764877,1470573.724349,2177284.27528,3.726365,0.081601,2790
96.2190374552349,19.4375128076862,1471023.777815,2175394.332439,3.743183,0.096415,4500
96.2189242562031,19.4206113410527,1471113.788508,2173504.389598,3.551621,0.139978,4680
96.2221965275728,19.4035366518515,1471563.841973,2171614.446757,3.219832,0.182498,7830
96.2246228300742,19.3865054855017,1471923.884745,2169724.503916,3.723522,0.097251,10260
96.2270494160316,19.3694745054728,1472283.927517,2167834.561075,4.169678,0.126255,6390
96.2286304097415,19.3524869478331,1472553.959596,2165944.618234,4.017776,0.13232,5940
96.2319034407894,19.3354131049944,1473004.013061,2164054.675393,4.074759,0.138135,11970
96.2343308808363,19.3183826848526,1473364.055834,2162164.732552,4.454643,0.126042,11970
96.2359130110464,19.3013956117604,1473634.087913,2160274.789711,4.712801,0.071346,13500
96.2374956122162,19.2844086713181,1473904.119992,2158384.84687,4.761187,0.159051,8550
96.241614919004,19.2672925466707,1474444.18415,2156494.904029,4.095073,0.164175,7200
96.2466248125946,19.2509363195014,1475074.259001,2154694.958467,3.779457,0.162521,10800
96.2490533778114,19.2339069076342,1475434.301774,2152805.015626,3.507649,0.145783,14220
96.252327357252,19.2168346330315,1475884.355239,2150915.072785,3.86649,0.198748,10440
96.256446466124,19.1997195607362,1476424.419397,2149025.129944,4.272561,0.128262,9090
96.2588756226833,19.1826907890151,1476784.462169,2147135.187103,4.285268,0.222577,6300
96.2613050706567,19.165662205592,1477144.504941,2145245.244262,4.356759,0.155936,5220
96.2628900612044,19.1486767668528,1477414.537021,2143355.301421,4.329183,0.149485,3690
96.2670094980192,19.1315626697636,1477954.601179,2141465.35858,4.189351,0.110947,8100
96.2711288492949,19.1144488484743,1478494.665337,2139575.415739,4.262253,0.15156,10980
96.2752481162012,19.0973353033134,1479034.729495,2137685.472898,4.172215,0.177427,8010
96.2785229357613,19.0802649150438,1479484.782961,2135795.530057,4.048846,0.107145,9450
96.2817978643446,19.0631947636024,1479934.836426,2133905.587216,3.912314,0.135489,7020
96.2850729028522,19.046124849219,1480384.889891,2132015.644375,4.097839,0.12261,9630
96.2875039686862,19.029097983113,1480744.932663,2130125.701534,3.945401,0.141558,9810
96.2890913383302,19.0121140883892,1481014.964742,2128235.758693,3.830775,0.125154,12780
96.2923669940688,18.9950448206431,1481465.018208,2126345.815852,3.733151,0.081813,3690
96.2956427630116,18.9779757907906,1481915.071673,2124455.873011,3.613896,0.103843,4230
96.2972312151523,18.9609924188641,1482185.103752,2122565.93017,3.279238,0.16941,12780
96.2988201482788,18.944009182108,1482455.135831,2120675.987329,3.233817,0.167414,9270
96.3004095627326,18.9270260806243,1482725.16791,2118786.044488,3.004598,0.207514,7470
96.3019994588556,18.9100431145155,1482995.199989,2116896.101647,3.249118,0.137525,9990
96.3044331971648,18.8930176941011,1483355.242761,2115006.158806,3.360088,0.276558,13410
96.3085537691361,18.8759073256971,1483895.30692,2113116.215965,3.377433,0.263183,9270
96.3118311018903,18.858839790088,1484345.360385,2111226.273124,3.575324,0.24459,11160
96.3142208206818,18.8410124222211,1484705.403157,2109246.333005,3.361375,0.167815,13050
96.3174985145617,18.8239453497636,1485155.456622,2107356.390164,3.276589,0.119355,10800
96.3207763297451,18.8068785172509,1485605.510087,2105466.447323,3.284218,0.138528,11070
96.3240542671294,18.7898119249135,1486055.563553,2103576.504482,3.372662,0.128651,9900
96.3281750297994,18.7727031369807,1486595.627711,2101686.561641,3.857542,0.083835,5580
96.3322957286833,18.7555946306616,1487135.691869,2099796.6188,3.436353,0.114604,6210
96.3373033781648,18.7392465580468,1487765.766721,2097996.673237,3.533702,0.093249,5670
96.3405814148543,18.7221810121822,1488215.820186,2096106.730396,3.200024,0.113403,5760
96.344701905119,18.7050733445704,1488755.884344,2094216.787555,3.50183,0.111008,3690
96.3471378700311,18.6880506450127,1489115.927116,2092326.844714,3.085049,0.090557,3870
96.3504162902901,18.6709858241703,1489565.980581,2090436.901873,2.63633,0.142931,7560
96.3536948401862,18.6539212454642,1490016.034047,2088546.959032,2.510828,0.09439,3870
96.3578598187686,18.6376171510289,1490556.098205,2086747.013469,1.951069,0.124478,5580
96.3602966409278,18.620595326197,1490916.140977,2084857.070628,1.428908,0.11816,11790
96.3618919950533,18.603615917869,1491186.173056,2082967.127787,1.332636,0.1167,10980
96.365171227761,18.5865522585611,1491636.226521,2081077.184946,0.978885,0.144811,10800
96.3692921927259,18.5694466652373,1492176.29068,2079187.242105,0.941768,0.103281,15570
96.3717300956138,18.5524256698727,1492536.333452,2077297.299264,0.837684,0.130514,14130
96.3750097325166,18.535362740956,1492986.386917,2075407.356423,0.754353,0.13637,13950
96.3782895059178,18.5183000559663,1493436.440382,2073517.413582,0.687698,0.096756,13500
96.3807281821583,18.5012796977903,1493796.483154,2071627.470741,0.863477,0.108104,13500
96.3840083225164,18.484217478545,1494246.53662,2069737.5279,0.722923,0.13713,12600
96.3872886019206,18.4671555038937,1494696.590085,2067847.585059,0.952349,0.141967,21150
96.3905690212623,18.4500937740677,1495146.64355,2065957.642218,0.822043,0.158286,11880
96.3938495814233,18.433032289299,1495596.697015,2064067.699377,0.887899,0.165161,8910
96.397130283285,18.4159710498195,1496046.75048,2062177.756536,0.835026,0.111094,3780
96.4004111277378,18.3989100558606,1496496.803946,2060287.813695,0.993792,0.070686,5220
96.4045327129642,18.3818073852361,1497036.868104,2058397.870854,0.968728,0.102649,5670
96.4078137545428,18.3647469060222,1497486.921569,2056507.928013,0.90505,0.114766,17550
96.4119353552466,18.3476447930614,1498026.985727,2054617.985172,1.094096,0.148187,10350
96.415216597851,18.3305848296387,1498477.039193,2052728.042331,1.083554,0.122175,10800
96.4176577546891,18.3135669467853,1498837.081965,2050838.09949,1.06388,0.164016,16110
96.4200992379341,18.2965492610501,1499197.124737,2048948.156649,1.054133,0.153715,7830
96.4208609276212,18.279615322495,1499377.146123,2047058.213808,1.064106,0.154027,11970
96.4258231551119,18.2624727279828,1500007.220974,2045168.270967,0.935652,0.152461,8550
96.4291054124469,18.2454139309567,1500457.27444,2043278.328126,0.584572,0.127447,10080
96.4315480320255,18.2283970888976,1500817.317212,2041388.385285,0.131479,0.107595,13050
96.4339909812379,18.2113804447857,1501177.359984,2039498.442444,0.094633,0.100054,8820
