time(s),strike_slip(m),strike_slip_error(m),dip_slip(m),dip_slip_error(m),strike_slip_velocity(m/s)
10.791666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.544,0.3529411764705883
10.833333333333332,0.0711567641494104,0.86,0.006225410196261298,0.544,0.17647058823529416
10.875,0.0711567641494104,0.86,0.006225410196261298,0.544,0.0
10.916666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.479,0.0
10.958333333333332,0.0773821743456717,0.86,-0.0649313539531491,0.515,-0.17647058823529416
11.0,0.0773821743456717,0.86,-0.0649313539531491,0.544,-0.17647058823529416
11.041666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.544,0.0
11.083333333333332,0.006225410196261298,0.86,-0.0711567641494104,0.544,0.17647058823529416
11.125,0.0711567641494104,0.86,0.006225410196261298,0.515,0.17647058823529416
11.166666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.544,0.17647058823529416
11.208333333333332,0.1485389384950821,0.86,-0.058705943756887806,0.544,0.17647058823529416
11.25,0.0773821743456717,0.9146,-0.0649313539531491,0.544,0.0
11.291666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.479,-0.3529411764705883
11.333333333333332,0.0773821743456717,0.86,-0.0649313539531491,0.479,-0.5294117647058825
11.375,0.0773821743456717,0.9146,-0.0649313539531491,0.544,-0.17647058823529416
11.416666666666666,0.0,0.9146,0.0,0.544,0.17647058823529416
11.458333333333332,0.0,0.86,0.0,0.544,0.0
11.5,0.0711567641494104,0.86,0.006225410196261298,0.479,0.0
11.541666666666666,0.1485389384950821,0.814,-0.058705943756887806,0.479,0.3529411764705883
11.583333333333332,0.0,0.9146,0.0,0.5757,0.17647058823529416
11.625,0.0773821743456717,0.8716,-0.0649313539531491,0.5757,-0.3529411764705883
11.666666666666666,0.0773821743456717,0.9146,-0.0649313539531491,0.544,-0.3529411764705883
11.708333333333332,0.08360758454193298,0.8716,-0.1360881181025595,0.544,-0.17647058823529416
11.75,0.006225410196261298,0.86,-0.0711567641494104,0.479,-0.3529411764705883
11.791666666666666,0.006225410196261298,0.9146,-0.0711567641494104,0.544,-0.3529411764705883
11.833333333333332,0.006225410196261298,0.8716,-0.0711567641494104,0.544,-0.17647058823529416
11.875,0.0,0.86,0.0,0.544,0.17647058823529416
11.916666666666666,0.0,0.86,0.0,0.5757,0.3529411764705883
11.958333333333332,0.006225410196261298,0.814,-0.0711567641494104,0.6104,0.17647058823529416
12.0,0.0773821743456717,0.814,-0.0649313539531491,0.479,0.17647058823529416
12.041666666666666,0.0773821743456717,0.814,-0.0649313539531491,0.479,0.3529411764705883
12.083333333333332,0.0,0.86,0.0,0.479,0.0
12.125,0.0773821743456717,0.86,-0.0649313539531491,0.544,-0.17647058823529416
12.166666666666666,0.08360758454193298,0.9146,-0.1360881181025595,0.544,0.3529411764705883
12.208333333333332,0.006225410196261298,0.86,-0.0711567641494104,0.544,0.17647058823529416
12.25,0.0773821743456717,0.814,-0.0649313539531491,0.544,-0.3529411764705883
12.291666666666666,0.1547643486913434,0.814,-0.1298627079062982,0.479,-0.17647058823529416
12.333333333333332,0.0,0.86,0.0,0.6104,0.0
12.375,0.006225410196261298,1.01,-0.0711567641494104,0.5757,-0.3529411764705883
12.416666666666666,0.006225410196261298,0.8716,-0.0711567641494104,0.6104,-0.3529411764705883
12.458333333333332,0.0773821743456717,0.814,-0.0649313539531491,0.479,0.0
12.5,0.0,0.9146,0.0,0.479,0.17647058823529416
12.541666666666666,0.0,0.9146,0.0,0.479,0.3529411764705883
12.583333333333332,0.006225410196261298,0.86,-0.0711567641494104,0.544,0.3529411764705883
12.625,0.0773821743456717,0.86,-0.0649313539531491,0.544,0.3529411764705883
12.666666666666666,0.1485389384950821,0.9146,-0.058705943756887806,0.515,0.3529411764705883
12.708333333333332,0.0711567641494104,0.8716,0.006225410196261298,0.479,0.17647058823529416
12.75,0.0773821743456717,0.8716,-0.0649313539531491,0.515,0.0
12.791666666666666,0.0773821743456717,0.86,-0.0649313539531491,0.479,-0.17647058823529416
12.833333333333332,0.0773821743456717,1.062,-0.0649313539531491,0.544,-0.17647058823529416
12.875,0.1485389384950821,0.9146,-0.058705943756887806,0.544,0.0
12.916666666666666,0.0,0.86,0.0,0.479,-0.3529411764705883
12.958333333333332,0.0711567641494104,0.9146,0.006225410196261298,0.544,-0.8823529411764708
13.0,0.0773821743456717,0.86,-0.0649313539531491,0.479,-0.3529411764705883
13.041666666666666,-0.0711567641494104,1.01,-0.006225410196261298,0.544,0.17647058823529416
13.083333333333332,-0.0711567641494104,1.01,-0.006225410196261298,0.544,0.0
13.125,0.0773821743456717,0.9146,-0.0649313539531491,0.544,-0.17647058823529407
13.166666666666666,0.0773821743456717,0.8716,-0.0649313539531491,0.479,-0.17647058823529407
13.208333333333332,0.0773821743456717,0.814,-0.0649313539531491,0.479,-0.35294117647058826
13.25,-0.1423135282988208,1.015,-0.012450820392522596,0.544,-0.35294117647058815
13.291666666666666,-0.0711567641494104,1.01,-0.006225410196261298,0.479,-0.17647058823529402
13.333333333333332,-0.0711567641494104,0.961,-0.006225410196261298,0.544,0.17647058823529416
